baseline,ticket_id,product,component,priority,expected_assignee,predicted_assignee,rank,reciprocal_rank,is_top1_correct,is_hit_at_3,is_hit_at_5,is_hit_at_10,error_type,ranked_candidates,title
global_majority,bmo_1884452,core,widget: gtk,P3,dev_0019,dev_0060,2,0.5,False,True,True,True,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Provide about:config entry to disable changing of titlebar buttons in firefox for every themes
global_majority,bmo_1884457,core,javascript: gc,P3,dev_0024,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Potential use of uninitialized storage on self-assignment in MarkStack::operator=()
global_majority,bmo_1884464,core,graphics: text,--,dev_0019,dev_0060,2,0.5,False,True,True,True,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Make worker font loads more similar to style system font loads.
global_majority,bmo_1884466,core,dom: web authentication,P3,dev_0029,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Implement getClientCapabilities
global_majority,bmo_1884496,core,xpconnect,--,dev_0054,dev_0060,3,0.3333333333333333,False,True,True,True,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Switch to do_importESModule in extension files and drop do_importModule
global_majority,bmo_1884505,core,layout,--,dev_0021,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Perma infrastructure/reftest-zoom/clamp-full-zoom-001.html | Testing infrastructure/reftest-zoom/clamp-full-zoom-001.html == infrastructure/reftest-zoom/clamp-full-zoom-001-ref.html when when Gecko 125 merges to Beta on 2024-03-18
global_majority,bmo_1884518,core,javascript: webassembly,P1,dev_0049,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Invalid stack pointer when delegate is combined with try_table and params
global_majority,bmo_1884539,core,layout: form controls,--,dev_0026,dev_0060,,0.0,False,False,False,False,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,<select> popups don't respect minimum font size
global_majority,bmo_1884553,core,javascript engine,P3,dev_0004,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"Assertion failure: js::gc::IsCellPointerValid(&obj), at js/Value.h:633 with CalendarFields"
global_majority,bmo_1884565,core,javascript: webassembly,P1,dev_0049,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Assertion failure: aIndex < mLength (issue 1883785 patch bypass)
global_majority,bmo_1884574,core,dom: web authentication,P1,dev_0029,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Firefox crashes after clicking `Create a passkey` in Google Account > Security > Passkeys
global_majority,bmo_1884600,core,graphics,--,dev_0052,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Block NVIDIA RTX Video Super Resolution depends on driver version
global_majority,bmo_1884624,core,widget: cocoa,P3,dev_0009,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[macOS 14] Crash in [@ __CFCheckCFInfoPACSignature] and [@ _CFAssertMismatchedTypeID] on 124 branch and up
global_majority,bmo_1884628,core,networking: dns,P1,dev_0034,dev_0060,,0.0,False,False,False,False,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Crash Report [@ pthread_kill@@GLIBC_2.34 | raise | __netlink_assert_response ]
global_majority,bmo_1884631,core,widget: cocoa,P3,dev_0019,dev_0060,2,0.5,False,True,True,True,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Consider removing WindowType::Sheet (native macOS sheet support)
global_majority,bmo_1884635,core,widget: cocoa,--,dev_0019,dev_0060,2,0.5,False,True,True,True,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[macOS] XUL notification does not stay frontmost
global_majority,bmo_1884645,core,networking,P2,dev_0059,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Send an observer notification with the decodedBodySize before calling OnStopRequest listeners
global_majority,bmo_1884649,core,javascript engine: jit,P1,dev_0004,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"Assertion failure: from->hasLatin1Chars(), at builtin/String.cpp:570"
global_majority,bmo_1884652,core,xul,--,dev_0019,dev_0060,2,0.5,False,True,True,True,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Remove support for titlebars on panels.
global_majority,bmo_1884671,firefox,sidebar,--,dev_0047,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Create pref and directory for the new sidebar
global_majority,bmo_1884693,core,privacy: anti-tracking,--,dev_0058,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Collect more fingerprintable pref values
global_majority,bmo_1884701,firefox,search,P3,dev_0054,dev_0060,3,0.3333333333333333,False,True,True,True,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Simplify removing engines during reload engines with search-config-v2
global_majority,bmo_1884705,firefox,remote settings client,--,dev_0054,dev_0060,3,0.3333333333333333,False,True,True,True,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Add a function to allow getting attachments from the cache or dumps without downloading them
global_majority,bmo_1884719,core,audio/video: playback,P1,dev_0003,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wmfme] ensure the hardware decoding is available before starting the media engine
global_majority,bmo_1884725,core,dom: web authentication,--,dev_0029,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"In Windows, passkeys authentication under Firefox in anonymous/private mode is logged as it was non-private to Windows Log Event"
global_majority,bmo_1884732,core,dom: content processes,--,dev_0057,dev_0060,,0.0,False,False,False,False,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Add logging for window actor messages
global_majority,bmo_1884734,core,dom: css object model,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"[wpt-sync] Sync PR 45028 - Revert ""Return currentcolor as a computed value on computedStyleMap"""
global_majority,bmo_1884736,core,dom: service workers,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 44998 - Add WPT for the length of router rules
global_majority,bmo_1884737,core,graphics: canvas2d,P3,dev_0005,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Ensure CanvasChild::ReturnDataSurfaceShmem is threadsafe
global_majority,bmo_1884746,core,javascript: gc,P2,dev_0024,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"Assertion failure: !zone->uniqueIds().has(tgt), at gc/StableCellHasher-inl.h:140"
global_majority,bmo_1884759,core,networking: http,--,dev_0019,dev_0060,2,0.5,False,True,True,True,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Don't use a mutex to handle parse promise blocking.
global_majority,bmo_1884765,core,css parsing and computation,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 44991 - update test to expect shadow trees to find document keyframes
global_majority,bmo_1884774,core,dom: networking,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"[wpt-sync] Sync PR 44997 - Reapply ""ReadableStream should be cancelled on aborting fetch streaming upload"""
global_majority,bmo_1884776,core,layout: text and fonts,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 44995 - Ensure the -webkit-text-stroke property is computed properly.
global_majority,bmo_1884777,core,javascript: webassembly,P1,dev_0049,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Update wasm-smith
global_majority,bmo_1884778,core,graphics: text,P5,dev_0043,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Permanent /builds/worker/checkouts/gecko/gfx/thebes/gfxPlatformMac.cpp:123:46: error: allocating an object of abstract class type 'PlatformFontListClass' (aka 'IOSPlatformFontList')
global_majority,bmo_1884781,firefox,theme,--,dev_0019,dev_0060,2,0.5,False,True,True,True,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Remove unused rule in windows/browser.css
global_majority,bmo_1884783,core,javascript: webassembly,P3,dev_0049,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,AnyRef::fromUint32Trunace assumes that unknown architectures are 32-bit
global_majority,bmo_1884786,core,css parsing and computation,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 44993 - @font-face tests for shadow dom
global_majority,bmo_1884792,core,css parsing and computation,P3,dev_0019,dev_0060,2,0.5,False,True,True,True,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Remove chrome-only :-moz-lwtheme pseudo-class
global_majority,bmo_1884794,core,dom: credential management,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 44994 - [FedCM] Split button flow web tests into multiple files
global_majority,bmo_1884797,core,css parsing and computation,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"[wpt-sync] Sync PR 45004 - [css-anchor-position] Apply position-try-options, not position-fallback"
global_majority,bmo_1884809,core,css parsing and computation,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45014 - [css-color-5] relative color : multiply channel keywords by percentages
global_majority,bmo_1884811,core,svg,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45015 - Fix `animateColor` test to work across browsers
global_majority,bmo_1884813,core,graphics: webrender,--,dev_0052,dev_0060,,0.0,False,False,False,False,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"Assertion failure: false (MOZ_ASSERT_UNREACHABLE: unexpected to be called), at /builds/worker/checkouts/gecko/gfx/webrender_bindings/WebRenderAPI.cpp:547"
global_majority,bmo_1884819,core,dom: css object model,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45030 - Add `getComputedStyle()` cases with lacking leading colons
global_majority,bmo_1884826,core,css parsing and computation,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45020 - [css-nesting-1] Change serialization of relative selectors within nesting.
global_majority,bmo_1884827,core,graphics: canvas2d,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45009 - Migrate Canvas WebGPU Access tests into WebGPU test directory.
global_majority,bmo_1884828,core,dom: credential management,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45008 - [RWI] Make navigator.identity.get() return DigitalCredential object
global_majority,bmo_1884829,core,disability access apis,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45032 - Move orphaned role tests to tentative file
global_majority,bmo_1884832,core,xpcom,--,dev_0043,dev_0060,,0.0,False,False,False,False,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Move CFTypeRefPtr.h to xpcom
global_majority,bmo_1884833,core,dom: credential management,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45033 - Disable digital credential API when called from cross-origin <iframe>
global_majority,bmo_1884836,core,graphics,--,dev_0043,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Base graphics support for iOS
global_majority,bmo_1884839,core,dom: networking,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45034 - Add tests
global_majority,bmo_1884840,core,graphics: canvas2d,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"[wpt-sync] Sync PR 45035 - Revert ""Migrate Canvas WebGPU Access tests into WebGPU test directory."""
global_majority,bmo_1884841,core,css parsing and computation,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45036 - [css-values-4] Add viewport unit tests for scrollbars
global_majority,bmo_1884854,firefox,address bar,P3,dev_0001,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Simplify urlbar weather fetching
global_majority,bmo_1884856,core,dom: core & html,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45023 - Fix sandbox top navigation tests using external URLs.
global_majority,bmo_1884857,core,storage: indexeddb,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 44999 - IDB: idbobjectstore_put WPT extended to workers in addition to window.
global_majority,bmo_1884859,core,graphics: imagelib,--,dev_0035,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Update libjxl to new version f06a34c77b1bd11bafbe82989241e68c756ccca2 from 2024-03-11 15:14:53
global_majority,bmo_1884862,core,layout: text and fonts,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45045 - Fuzz Fluent failing wpt tests.
global_majority,bmo_1884870,core,dom: ui events & focus handling,--,dev_0050,dev_0060,,0.0,False,False,False,False,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,`iframe` with another `iframe` inside returns a different `activeElement` when is not focussed after the first focus
global_majority,bmo_1884875,core,layout: scrolling and overflow,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 44931 - [css-scroll-snap-2] Fix targeted snap point selection
global_majority,bmo_1884879,core,css parsing and computation,--,dev_0019,dev_0060,2,0.5,False,True,True,True,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"New wpt failures in /css/ [css-nesting/parsing.html, css-syntax/custom-property-rule-ambiguity.html]"
global_majority,bmo_1884880,core,layout: scrolling and overflow,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 44938 - [css-scroll-snap-2] Prioritize tree-order among aligned snap targets
global_majority,bmo_1884887,core,javascript: webassembly,P1,dev_0049,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Exported global with literal initializers and subtyping can change the type of the global after creation
global_majority,bmo_1884906,core,css parsing and computation,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45052 - Apply standard parsing of pseudo-elements for web animations
global_majority,bmo_1884907,core,css parsing and computation,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45054 - [anchor] Order-preserving <try-tactic>
global_majority,bmo_1884908,core,css parsing and computation,P4,dev_0060,dev_0060,1,1.0,True,True,True,True,correct,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,[wpt-sync] Sync PR 45022 - [css-anchor-position] Fall back to no options applied
global_majority,bmo_1884909,core,layout,P5,dev_0026,dev_0060,,0.0,False,False,False,False,long_tail_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"Perma bugs/1721223-1.html != bugs/1721223-1-notref.html | image comparison, max difference: 0, number of differing pixels: 0"
global_majority,bmo_1884910,core,audio/video: playback,P1,dev_0003,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,The variant `wmf-media-engine` expiration is on 2024-04-10
global_majority,bmo_1884923,firefox,search,P2,dev_0032,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Update search-telemetry-v2 with nonAdsLinkQueryParamNames to extract the redirect URL associated with the load for non ads links on Google
global_majority,bmo_1884936,firefox,screenshots,P1,dev_0045,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Black lines appear in screenshots
global_majority,bmo_1884946,core,graphics: webgpu,P1,dev_0018,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Update WGPU to `trunk` upstream (week of 2024-03-11)
global_majority,bmo_1884952,firefox,search,P2,dev_0054,dev_0060,3,0.3333333333333333,False,True,True,True,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Add support for downloading new search engine icons from remote settings
global_majority,bmo_1884958,core,javascript engine,P3,dev_0042,dev_0060,,0.0,False,False,False,False,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,"Assertion failure: idval.isSymbol(), at /js/src/vm/Interpreter-inl.h:561"
global_majority,bmo_1884970,firefox,tabbed browser,P1,dev_0007,dev_0060,7,0.14285714285714285,False,False,False,True,wrong_assignee,dev_0060|dev_0019|dev_0054|dev_0011|dev_0038|dev_0048|dev_0007|dev_0055|dev_0006|dev_0022,Close current tab button is missing an accessible name and role
